Class,"Normal","Suspeito"
ACC,0.4,0.4
AGF,0.0,0.0
AGM,0.0,0
AM,6,-6
AUC,0.5,0.5
AUCI,Poor,Poor
AUPR,0.7,None
BCD,0.3,0.3
BM,0.0,0.0
CEN,0.52388,0.0
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.6,0.6
F0.5,0.45455,0.0
F1,0.57143,0.0
F2,0.76923,0.0
FDR,0.6,None
FN,0,6
FNR,0.0,1.0
FOR,None,0.6
FP,6,0
FPR,1.0,0.0
G,0.63246,None
GI,0.0,0.0
GM,0.0,0.0
IBA,0.0,0.0
ICSI,0.4,None
IS,0.0,None
J,0.4,0.0
LS,1.0,None
MCC,None,None
MCCI,None,None
MCEN,0.44218,0.0
MK,None,None
N,6,4
NLR,None,1.0
NLRI,None,Negligible
NPV,None,0.4
OC,1.0,None
OOC,0.63246,None
OP,-0.6,-0.6
P,4,6
PLR,1.0,None
PLRI,Poor,None
POP,10,10
PPV,0.4,None
PRE,0.4,0.6
Q,None,None
QI,None,None
RACC,0.4,0.0
RACCU,0.49,0.09
TN,0,4
TNR,0.0,1.0
TON,0,10
TOP,10,0
TP,4,0
TPR,1.0,0.0
Y,0.0,0.0
dInd,1.0,1.0
sInd,0.29289,0.29289
