Class,"Normal","Suspeito"
ACC,0.99029,0.99029
AGF,0.99606,0.98441
AGM,0.98599,0.99307
AM,2,-2
AUC,0.98936,0.98936
AUCI,Excellent,Excellent
AUPR,0.99123,0.98936
BCD,0.00485,0.00485
BM,0.97872,0.97872
CEN,0.06036,0.07031
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.00971,0.00971
F0.5,0.98592,0.99567
F1,0.99115,0.98925
F2,0.99644,0.98291
FDR,0.01754,0.0
FN,0,2
FNR,0.0,0.02128
FOR,0.0,0.01754
FP,2,0
FPR,0.02128,0.0
G,0.99119,0.9893
GI,0.97872,0.97872
GM,0.9893,0.9893
IBA,0.99955,0.9579
ICSI,0.98246,0.97872
IS,0.85361,1.13191
J,0.98246,0.97872
LS,1.80702,2.19149
MCC,0.98059,0.98059
MCCI,Very Strong,Very Strong
MCEN,0.10233,0.11818
MK,0.98246,0.98246
N,94,112
NLR,0.0,0.02128
NLRI,Good,Good
NPV,1.0,0.98246
OC,1.0,1.0
OOC,0.99119,0.9893
OP,0.97954,0.97954
P,112,94
PLR,47.0,None
PLRI,Good,None
POP,206,206
PPV,0.98246,1.0
PRE,0.54369,0.45631
Q,None,None
QI,None,None
RACC,0.30088,0.20379
RACCU,0.3009,0.20381
TN,92,112
TNR,0.97872,1.0
TON,92,114
TOP,114,92
TP,112,92
TPR,1.0,0.97872
Y,0.97872,0.97872
dInd,0.02128,0.02128
sInd,0.98496,0.98496
