Class,"Normal","Suspeito"
ACC,0.99907,0.99907
AGF,0.99669,0.99804
AGM,0.99818,0.99874
AM,-3,3
AUC,0.99827,0.99827
AUCI,Excellent,Excellent
AUPR,0.99949,0.99525
BCD,0.0002,0.0002
BM,0.99654,0.99654
CEN,0.00606,0.04078
DOR,498513.3,498513.3
DP,3.14129,3.14129
DPI,Good,Good
ERR,0.00093,0.00093
F0.5,0.99962,0.99403
F1,0.99949,0.99525
F2,0.99935,0.99647
FDR,0.00029,0.00678
FN,5,2
FNR,0.00073,0.00272
FOR,0.00678,0.00029
FP,2,5
FPR,0.00272,0.00073
G,0.99949,0.99525
GI,0.99654,0.99654
GM,0.99827,0.99827
IBA,0.99853,0.99457
ICSI,0.99897,0.9905
IS,0.14752,3.34913
J,0.99897,0.99054
LS,1.10767,10.19035
MCC,0.99474,0.99474
MCCI,Very Strong,Very Strong
MCEN,0.01109,0.07177
MK,0.99293,0.99293
N,735,6806
NLR,0.00074,0.00272
NLRI,Good,Good
NPV,0.99322,0.99971
OC,0.99971,0.99728
OOC,0.99949,0.99525
OP,0.99808,0.99808
P,6806,735
PLR,367.23002,1357.49605
PLRI,Good,Good
POP,7541,7541
PPV,0.99971,0.99322
PRE,0.90253,0.09747
Q,1.0,1.0
QI,Strong,Strong
RACC,0.81421,0.00954
RACCU,0.81421,0.00954
TN,733,6801
TNR,0.99728,0.99927
TON,738,6803
TOP,6803,738
TP,6801,733
TPR,0.99927,0.99728
Y,0.99654,0.99654
dInd,0.00282,0.00282
sInd,0.99801,0.99801
