Class,"Normal","Suspeito"
ACC,0.38926,0.38926
AGF,0.57834,0.26116
AGM,0.29617,0.52692
AM,91,-91
AUC,0.5787,0.5787
AUCI,Poor,Poor
AUPR,0.6553,0.5787
BCD,0.30537,0.30537
BM,0.15741,0.15741
CEN,0.48753,0.33342
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.61074,0.61074
F0.5,0.36028,0.48295
F1,0.47399,0.272
F2,0.69257,0.18931
FDR,0.68939,0.0
FN,0,91
FNR,0.0,0.84259
FOR,0.0,0.68939
FP,91,0
FPR,0.84259,0.0
G,0.55732,0.39675
GI,0.15741,0.15741
GM,0.39675,0.39675
IBA,0.29004,0.02478
ICSI,0.31061,0.15741
IS,0.17477,0.46428
J,0.31061,0.15741
LS,1.12879,1.37963
MCC,0.22111,0.22111
MCCI,Negligible,Negligible
MCEN,0.36993,0.2082
MK,0.31061,0.31061
N,108,41
NLR,0.0,0.84259
NLRI,Good,Negligible
NPV,1.0,0.31061
OC,1.0,1.0
OOC,0.55732,0.39675
OP,-0.33874,-0.33874
P,41,108
PLR,1.18681,None
PLRI,Poor,None
POP,149,149
PPV,0.31061,1.0
PRE,0.27517,0.72483
Q,None,None
QI,None,None
RACC,0.24377,0.0827
RACCU,0.33702,0.17595
TN,17,41
TNR,0.15741,1.0
TON,17,132
TOP,132,17
TP,41,17
TPR,1.0,0.15741
Y,0.15741,0.15741
dInd,0.84259,0.84259
sInd,0.4042,0.4042
