Class,"Normal","Suspeito"
ACC,0.20339,0.20339
AGF,0.35894,0.12531
AGM,0.27589,0.42543
AM,94,-94
AUC,0.57658,0.57658
AUCI,Poor,Poor
AUPR,0.53465,0.57658
BCD,0.39831,0.39831
BM,0.15315,0.15315
CEN,0.17433,0.3271
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.79661,0.79661
F0.5,0.08516,0.47486
F1,0.12963,0.26562
F2,0.27132,0.18438
FDR,0.93069,0.0
FN,0,94
FNR,0.0,0.84685
FOR,0.0,0.93069
FP,94,0
FPR,0.84685,0.0
G,0.26326,0.39135
GI,0.15315,0.15315
GM,0.39135,0.39135
IBA,0.28285,0.02346
ICSI,0.06931,0.15315
IS,0.22443,0.08823
J,0.06931,0.15315
LS,1.16832,1.06306
MCC,0.10303,0.10303
MCCI,Negligible,Negligible
MCEN,0.09644,0.2031
MK,0.06931,0.06931
N,111,7
NLR,0.0,0.84685
NLRI,Good,Negligible
NPV,1.0,0.06931
OC,1.0,1.0
OOC,0.26326,0.39135
OP,-0.53099,-0.53099
P,7,111
PLR,1.18085,None
PLRI,Poor,None
POP,118,118
PPV,0.06931,1.0
PRE,0.05932,0.94068
Q,None,None
QI,None,None
RACC,0.05078,0.13552
RACCU,0.20942,0.29417
TN,17,7
TNR,0.15315,1.0
TON,17,101
TOP,101,17
TP,7,17
TPR,1.0,0.15315
Y,0.15315,0.15315
dInd,0.84685,0.84685
sInd,0.40119,0.40119
