Class,"Normal","Suspeito"
ACC,0.54348,0.54348
AGF,0.40456,0.18179
AGM,0.15893,0.48296
AM,21,-21
AUC,0.52273,0.52273
AUCI,Poor,Poor
AUPR,0.76667,0.52273
BCD,0.22826,0.22826
BM,0.04545,0.04545
CEN,0.52232,0.11983
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.45652,0.45652
F0.5,0.58824,0.19231
F1,0.69565,0.08696
F2,0.85106,0.05618
FDR,0.46667,0.0
FN,0,21
FNR,0.0,0.95455
FOR,0.0,0.46667
FP,21,0
FPR,0.95455,0.0
G,0.7303,0.2132
GI,0.04545,0.04545
GM,0.2132,0.2132
IBA,0.08884,0.00207
ICSI,0.53333,0.04545
IS,0.03171,1.06413
J,0.53333,0.04545
LS,1.02222,2.09091
MCC,0.1557,0.1557
MCCI,Negligible,Negligible
MCEN,0.51312,0.06406
MK,0.53333,0.53333
N,22,24
NLR,0.0,0.95455
NLRI,Good,Negligible
NPV,1.0,0.53333
OC,1.0,1.0
OOC,0.7303,0.2132
OP,-0.36957,-0.36957
P,24,22
PLR,1.04762,None
PLRI,Poor,None
POP,46,46
PPV,0.53333,1.0
PRE,0.52174,0.47826
Q,None,None
QI,None,None
RACC,0.5104,0.0104
RACCU,0.5625,0.0625
TN,1,24
TNR,0.04545,1.0
TON,1,45
TOP,45,1
TP,24,1
TPR,1.0,0.04545
Y,0.04545,0.04545
dInd,0.95455,0.95455
sInd,0.32503,0.32503
