Class,"Normal","Suspeito"
ACC,0.2619,0.2619
AGF,0.44567,0.18444
AGM,0.2558,0.42239
AM,87,-87
AUC,0.5,0.5
AUCI,Poor,Poor
AUPR,0.5119,0.4881
BCD,0.34524,0.34524
BM,0.0,0.0
CEN,0.48855,0.46042
DOR,1.0,1.0
DP,-0.0,-0.0
DPI,Poor,Poor
ERR,0.7381,0.7381
F0.5,0.19868,0.42373
F1,0.27907,0.2439
F2,0.46875,0.17123
FDR,0.83333,0.16667
FN,3,90
FNR,0.14286,0.85714
FOR,0.16667,0.83333
FP,90,3
FPR,0.85714,0.14286
G,0.37796,0.34503
GI,0.0,0.0
GM,0.34993,0.34993
IBA,0.20991,0.03499
ICSI,0.02381,-0.02381
IS,0.0,0.0
J,0.16216,0.13889
LS,1.0,1.0
MCC,0.0,0.0
MCCI,Negligible,Negligible
MCEN,0.38612,0.3628
MK,0.0,0.0
N,105,21
NLR,1.0,1.0
NLRI,Negligible,Negligible
NPV,0.83333,0.16667
OC,0.85714,0.83333
OOC,0.37796,0.34503
OP,-0.45238,-0.45238
P,21,105
PLR,1.0,1.0
PLRI,Negligible,Negligible
POP,126,126
PPV,0.16667,0.83333
PRE,0.16667,0.83333
Q,0.0,0.0
QI,Negligible,Negligible
RACC,0.14286,0.11905
RACCU,0.26205,0.23824
TN,15,18
TNR,0.14286,0.85714
TON,18,108
TOP,108,18
TP,18,15
TPR,0.85714,0.14286
Y,0.0,0.0
dInd,0.86897,0.86897
sInd,0.38555,0.38555
