Class,"Normal","Suspeito"
ACC,0.99539,0.99539
AGF,0.99815,0.99264
AGM,0.99405,0.997
AM,1,-1
AUC,0.99558,0.99558
AUCI,Excellent,Excellent
AUPR,0.99524,0.99558
BCD,0.0023,0.0023
BM,0.99115,0.99115
CEN,0.03688,0.03473
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.00461,0.00461
F0.5,0.99237,0.99822
F1,0.99522,0.99556
F2,0.99808,0.99291
FDR,0.00952,0.0
FN,0,1
FNR,0.0,0.00885
FOR,0.0,0.00952
FP,1,0
FPR,0.00885,0.0
G,0.99523,0.99557
GI,0.99115,0.99115
GM,0.99557,0.99557
IBA,0.99992,0.98238
ICSI,0.99048,0.99115
IS,1.04731,0.94137
J,0.99048,0.99115
LS,2.06667,1.92035
MCC,0.99081,0.99081
MCCI,Very Strong,Very Strong
MCEN,0.06395,0.06036
MK,0.99048,0.99048
N,113,104
NLR,0.0,0.00885
NLRI,Good,Good
NPV,1.0,0.99048
OC,1.0,1.0
OOC,0.99523,0.99557
OP,0.99095,0.99095
P,104,113
PLR,113.0,None
PLRI,Good,None
POP,217,217
PPV,0.99048,1.0
PRE,0.47926,0.52074
Q,None,None
QI,None,None
RACC,0.2319,0.26877
RACCU,0.23191,0.26877
TN,112,104
TNR,0.99115,1.0
TON,112,105
TOP,105,112
TP,104,112
TPR,1.0,0.99115
Y,0.99115,0.99115
dInd,0.00885,0.00885
sInd,0.99374,0.99374
