Class,"Normal","Suspeito"
ACC,0.3254,0.3254
AGF,0.54655,0.23157
AGM,0.32464,0.51694
AM,85,-85
AUC,0.59524,0.59524
AUCI,Poor,Poor
AUPR,0.59906,0.59524
BCD,0.3373,0.3373
BM,0.19048,0.19048
CEN,0.38772,0.37835
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.6746,0.6746
F0.5,0.23596,0.54054
F1,0.33071,0.32
F2,0.55263,0.22727
FDR,0.80189,0.0
FN,0,85
FNR,0.0,0.80952
FOR,0.0,0.80189
FP,85,0
FPR,0.80952,0.0
G,0.4451,0.43644
GI,0.19048,0.19048
GM,0.43644,0.43644
IBA,0.34467,0.03628
ICSI,0.19811,0.19048
IS,0.24936,0.26303
J,0.19811,0.19048
LS,1.18868,1.2
MCC,0.19426,0.19426
MCCI,Negligible,Negligible
MCEN,0.25542,0.24679
MK,0.19811,0.19811
N,105,21
NLR,0.0,0.80952
NLRI,Good,Negligible
NPV,1.0,0.19811
OC,1.0,1.0
OOC,0.4451,0.43644
OP,-0.3546,-0.3546
P,21,105
PLR,1.23529,None
PLRI,Poor,None
POP,126,126
PPV,0.19811,1.0
PRE,0.16667,0.83333
Q,None,None
QI,None,None
RACC,0.14021,0.13228
RACCU,0.25398,0.24605
TN,20,21
TNR,0.19048,1.0
TON,20,106
TOP,106,20
TP,21,20
TPR,1.0,0.19048
Y,0.19048,0.19048
dInd,0.80952,0.80952
sInd,0.42758,0.42758
