Class,"Normal","Suspeito"
ACC,0.4094,0.4094
AGF,0.61005,0.28535
AGM,0.32731,0.55326
AM,88,-88
AUC,0.59259,0.59259
AUCI,Poor,Poor
AUPR,0.65891,0.59259
BCD,0.2953,0.2953
BM,0.18519,0.18519
CEN,0.49174,0.37164
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.5906,0.5906
F0.5,0.36804,0.53191
F1,0.48235,0.3125
F2,0.69966,0.22124
FDR,0.68217,0.0
FN,0,88
FNR,0.0,0.81481
FOR,0.0,0.68217
FP,88,0
FPR,0.81481,0.0
G,0.56376,0.43033
GI,0.18519,0.18519
GM,0.43033,0.43033
IBA,0.33608,0.03429
ICSI,0.31783,0.18519
IS,0.20794,0.46428
J,0.31783,0.18519
LS,1.15504,1.37963
MCC,0.24261,0.24261
MCCI,Negligible,Negligible
MCEN,0.37642,0.24074
MK,0.31783,0.31783
N,108,41
NLR,0.0,0.81481
NLRI,Good,Negligible
NPV,1.0,0.31783
OC,1.0,1.0
OOC,0.56376,0.43033
OP,-0.2781,-0.2781
P,41,108
PLR,1.22727,None
PLRI,Poor,None
POP,149,149
PPV,0.31783,1.0
PRE,0.27517,0.72483
Q,None,None
QI,None,None
RACC,0.23823,0.09729
RACCU,0.32544,0.1845
TN,20,41
TNR,0.18519,1.0
TON,20,129
TOP,129,20
TP,41,20
TPR,1.0,0.18519
Y,0.18519,0.18519
dInd,0.81481,0.81481
sInd,0.42384,0.42384
