Class,"Normal","Suspeito"
ACC,0.56522,0.56522
AGF,0.53452,0.2582
AGM,0.23338,0.54099
AM,20,-20
AUC,0.54545,0.54545
AUCI,Poor,Poor
AUPR,0.77273,0.54545
BCD,0.21739,0.21739
BM,0.09091,0.09091
CEN,0.51927,0.2192
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.43478,0.43478
F0.5,0.6,0.33333
F1,0.70588,0.16667
F2,0.85714,0.11111
FDR,0.45455,0.0
FN,0,20
FNR,0.0,0.90909
FOR,0.0,0.45455
FP,20,0
FPR,0.90909,0.0
G,0.73855,0.30151
GI,0.09091,0.09091
GM,0.30151,0.30151
IBA,0.17355,0.00826
ICSI,0.54545,0.09091
IS,0.06413,1.06413
J,0.54545,0.09091
LS,1.04545,2.09091
MCC,0.22268,0.22268
MCCI,Negligible,Negligible
MCEN,0.51705,0.125
MK,0.54545,0.54545
N,22,24
NLR,0.0,0.90909
NLRI,Good,Negligible
NPV,1.0,0.54545
OC,1.0,1.0
OOC,0.73855,0.30151
OP,-0.26812,-0.26812
P,24,22
PLR,1.1,None
PLRI,Poor,None
POP,46,46
PPV,0.54545,1.0
PRE,0.52174,0.47826
Q,None,None
QI,None,None
RACC,0.49905,0.02079
RACCU,0.54631,0.06805
TN,2,24
TNR,0.09091,1.0
TON,2,44
TOP,44,2
TP,24,2
TPR,1.0,0.09091
Y,0.09091,0.09091
dInd,0.90909,0.90909
sInd,0.35718,0.35718
