Class,"Normal","Suspeito"
ACC,0.5375,0.5375
AGF,0.65484,0.33952
AGM,0.33385,0.59766
AM,37,-37
AUC,0.58889,0.58889
AUCI,Poor,Poor
AUPR,0.74306,0.58889
BCD,0.23125,0.23125
BM,0.17778,0.17778
CEN,0.52976,0.36195
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.4625,0.4625
F0.5,0.5418,0.51948
F1,0.65421,0.30189
F2,0.82547,0.21277
FDR,0.51389,0.0
FN,0,37
FNR,0.0,0.82222
FOR,0.0,0.51389
FP,37,0
FPR,0.82222,0.0
G,0.69722,0.42164
GI,0.17778,0.17778
GM,0.42164,0.42164
IBA,0.32395,0.0316
ICSI,0.48611,0.17778
IS,0.152,0.83007
J,0.48611,0.17778
LS,1.11111,1.77778
MCC,0.29397,0.29397
MCCI,Negligible,Negligible
MCEN,0.49358,0.2322
MK,0.48611,0.48611
N,45,35
NLR,0.0,0.82222
NLRI,Good,Negligible
NPV,1.0,0.48611
OC,1.0,1.0
OOC,0.69722,0.42164
OP,-0.16061,-0.16061
P,35,45
PLR,1.21622,None
PLRI,Poor,None
POP,80,80
PPV,0.48611,1.0
PRE,0.4375,0.5625
Q,None,None
QI,None,None
RACC,0.39375,0.05625
RACCU,0.44723,0.10973
TN,8,35
TNR,0.17778,1.0
TON,8,72
TOP,72,8
TP,35,8
TPR,1.0,0.17778
Y,0.17778,0.17778
dInd,0.82222,0.82222
sInd,0.4186,0.4186
