Class,"Normal","Suspeito"
ACC,0.7625,0.7625
AGF,0.85848,0.61101
AGM,0.59769,0.7868
AM,19,-19
AUC,0.72059,0.72059
AUCI,Good,Good
AUPR,0.85385,0.72059
BCD,0.11875,0.11875
BM,0.44118,0.44118
CEN,0.43589,0.52998
DOR,None,None
DP,None,None
DPI,None,None
ERR,0.2375,0.2375
F0.5,0.75163,0.79787
F1,0.82883,0.61224
F2,0.92369,0.49669
FDR,0.29231,0.0
FN,0,19
FNR,0.0,0.55882
FOR,0.0,0.29231
FP,19,0
FPR,0.55882,0.0
G,0.84124,0.66421
GI,0.44118,0.44118
GM,0.66421,0.66421
IBA,0.68772,0.19464
ICSI,0.70769,0.44118
IS,0.29956,1.23447
J,0.70769,0.44118
LS,1.23077,2.35294
MCC,0.55876,0.55876
MCCI,Moderate,Moderate
MCEN,0.51868,0.46915
MK,0.70769,0.70769
N,34,46
NLR,0.0,0.55882
NLRI,Good,Negligible
NPV,1.0,0.70769
OC,1.0,1.0
OOC,0.84124,0.66421
OP,0.37474,0.37474
P,46,34
PLR,1.78947,None
PLRI,Poor,None
POP,80,80
PPV,0.70769,1.0
PRE,0.575,0.425
Q,None,None
QI,None,None
RACC,0.46719,0.07969
RACCU,0.48129,0.09379
TN,15,46
TNR,0.44118,1.0
TON,15,65
TOP,65,15
TP,46,15
TPR,1.0,0.44118
Y,0.44118,0.44118
dInd,0.55882,0.55882
sInd,0.60485,0.60485
