DURATION,PROTOCOL,PACKETS,BYTES,FLAGS
0.0005057889031373801,0.5,0.10666666666666665,0.19022806867685998,0.75
0.0,0.5,0.039999999999999994,0.044076193730246856,0.75
0.0,0.5,0.026666666666666658,0.10634663022123515,0.75
0.0005757188967121586,0.5,0.11999999999999998,0.26864269240625266,0.75
0.0,0.5,0.039999999999999994,0.0511659690783292,0.75
0.005979734099264459,0.5,0.059999999999999984,0.479542154266678,0.75
0.00041397166529966514,0.5,0.05333333333333332,0.21440164004441786,0.6666666666666666
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.0,0.5,0.033333333333333326,0.04057401554625437,0.75
0.005397265394797744,0.5,0.09333333333333332,0.574528060134962,0.75
0.00033029390151891513,0.5,0.04666666666666666,0.03937814982489109,0.9166666666666666
0.00045566165437192486,0.5,0.11999999999999998,0.26864269240625266,0.75
0.0010139104604252318,0.5,0.16666666666666666,0.31647732126078415,0.9166666666666666
0.0,0.5,0.033333333333333326,0.046638763133168185,0.75
0.0,0.5,0.039999999999999994,0.14401640044417868,0.75
0.0,0.5,0.04666666666666666,0.05381395746134791,0.75
0.0,0.5,0.039999999999999994,0.05654736482446399,0.75
0.0,0.5,0.039999999999999994,0.0511659690783292,0.75
0.0005516478911168659,0.5,0.10666666666666665,0.19022806867685998,0.75
0.0,0.5,0.033333333333333326,0.049030494575894756,0.75
0.0,0.5,0.039999999999999994,0.05654736482446399,0.75
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.000509014914196543,0.5,0.033333333333333326,0.023404800546681474,0.5833333333333333
0.0009749501730184177,0.5,0.16666666666666666,0.31476894165883657,0.75
0.0,0.5,0.033333333333333326,0.046040830272486545,0.75
0.0003702468077131641,0.5,0.019999999999999997,0.017083796019475527,0.25
0.0,0.5,0.039999999999999994,0.05654736482446399,0.75
0.0004697072102141267,0.5,0.11999999999999998,0.26864269240625266,0.75
0.0,0.5,0.026666666666666658,0.10634663022123515,0.75
0.00044399838361956653,0.5,0.10666666666666665,0.19022806867685998,0.75
0.00033029390151891513,0.5,0.04666666666666666,0.03937814982489109,0.9166666666666666
0.0,0.5,0.039999999999999994,0.044076193730246856,0.75
0.0015384598586451288,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.0,0.5,0.039999999999999994,0.05654736482446399,0.75
0.0,0.5,0.039999999999999994,0.044076193730246856,0.75
0.0,0.5,0.039999999999999994,0.044076193730246856,0.75
0.0,0.5,0.039999999999999994,0.05654736482446399,0.75
0.00027555097539188835,0.5,0.039999999999999994,0.0324592124370035,0.9166666666666666
0.0,0.5,0.039999999999999994,0.14401640044417868,0.75
0.00048499353954062195,0.5,0.11999999999999998,0.26864269240625266,0.75
0.0010292960516304706,0.5,0.17333333333333334,0.26206543093875456,0.75
0.0001486942943577265,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.0,0.5,0.026666666666666658,0.04510122149141539,0.75
0.0006179051951781358,0.5,0.05333333333333332,0.09404629708721278,0.9166666666666666
0.0005130846512250255,0.5,0.11999999999999998,0.26864269240625266,0.75
0.001538410227705757,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.00045059929855600765,0.5,0.10666666666666665,0.19022806867685998,0.75
0.0,0.5,0.033333333333333326,0.046040830272486545,0.75
0.0,0.5,0.039999999999999994,0.05654736482446399,0.75
0.0,0.5,0.039999999999999994,0.044076193730246856,0.75
0.001120319194438238,0.5,0.18,0.33467156402152554,0.9166666666666666
0.0,0.5,0.039999999999999994,0.14410181942427605,0.75
0.0,0.5,0.033333333333333326,0.046638763133168185,0.75
0.0,0.5,0.0,0.0,0.41666666666666663
0.0,0.5,0.026666666666666658,0.036644742461775,0.75
0.0005284702424302643,0.5,0.019999999999999997,0.016571282138891263,0.9166666666666666
0.0,0.5,0.033333333333333326,0.04689502007346032,0.75
0.0,0.5,0.039999999999999994,0.044503288630733745,0.75
0.0009683988890213483,0.5,0.15333333333333332,0.2428461604168446,0.75
0.0,0.5,0.039999999999999994,0.0511659690783292,0.75
0.0012331303196301978,0.5,0.10666666666666665,0.2020158879302981,0.9166666666666666
0.0,0.5,0.0,0.0,0.41666666666666663
0.0,0.5,0.039999999999999994,0.0511659690783292,0.75
0.0009264111143128581,0.5,0.15333333333333332,0.24429828307850002,0.75
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.0,0.5,0.033333333333333326,0.046638763133168185,0.75
0.0,0.5,0.039999999999999994,0.05654736482446399,0.75
0.0,0.5,0.039999999999999994,0.044503288630733745,0.75
0.0,0.5,0.033333333333333326,0.04057401554625437,0.75
0.0,0.5,0.033333333333333326,0.046638763133168185,0.75
0.0,0.5,0.033333333333333326,0.04689502007346032,0.75
0.0009597631055706659,0.5,0.039999999999999994,0.11796361151447851,0.75
0.0009908320736173738,0.5,0.16666666666666666,0.31647732126078415,0.9166666666666666
0.0005256412788860752,0.5,0.11999999999999998,0.2001366703681558,0.75
0.0,0.5,0.033333333333333326,0.04057401554625437,0.75
0.0,0.0,0.0,0.036559323481677626,0.0
0.0,0.5,0.026666666666666658,0.10634663022123515,0.75
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.0,0.5,0.033333333333333326,0.04689502007346032,0.75
0.0,0.5,0.039999999999999994,0.044076193730246856,0.75
0.0006121480062110143,0.5,0.15333333333333332,0.3103271546937729,0.75
0.0,0.5,0.033333333333333326,0.04689502007346032,0.75
0.0,0.5,0.039999999999999994,0.14410181942427605,0.75
0.0,0.5,0.033333333333333326,0.04057401554625437,0.75
0.0,0.5,0.033333333333333326,0.04689502007346032,0.75
0.0,0.5,0.006666666666666665,0.004441786965063636,0.16666666666666666
0.0,0.5,0.039999999999999994,0.044076193730246856,0.75
0.0,0.5,0.039999999999999994,0.044503288630733745,0.75
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333
0.0,1.0,0.0,0.007004356367984965,0.0
0.0,0.5,0.033333333333333326,0.04689502007346032,0.75
0.0040525647234598795,0.5,0.08666666666666666,0.5014094131716068,0.75
0.0,0.5,0.033333333333333326,0.049030494575894756,0.75
0.0,0.5,0.033333333333333326,0.046040830272486545,0.75
0.0,0.5,0.039999999999999994,0.0511659690783292,0.75
