DURATION,PROTOCOL,PACKETS,BYTES,FLAGS,CLASS
0.0004512112014668928,0.5,0.09333333333333332,0.1813444947467327,0.75,1
0.0007735970412133018,0.5,0.11333333333333331,0.25907576663534637,0.8333333333333333,1
0.001994436847644887,0.5,0.11333333333333331,0.15563338173742203,1.0,1
0.0002749134211224186,0.5,0.039999999999999994,0.03425301101904843,0.9166666666666666,1
0.0009744495208460468,0.5,0.16666666666666666,0.31476894165883657,0.75,1
0.0,0.5,0.033333333333333326,0.025625694029213292,0.75,1
0.0,0.5,0.0,0.0,0.41666666666666663,1
0.00010045104254292633,0.5,0.09333333333333332,0.1477748355684633,0.75,1
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333,1
0.0006900614581800732,0.5,0.11333333333333331,0.25155889638677714,0.6666666666666666,1
0.0009414122890763733,0.5,0.15333333333333332,0.24429828307850002,0.75,1
0.000503892192667183,0.5,0.12666666666666665,0.2730844793713163,0.75,1
0.0,0.5,0.006666666666666665,0.004441786965063636,0.16666666666666666,1
0.0010204337758768086,0.5,0.16666666666666666,0.31647732126078415,0.9166666666666666,1
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333,1
0.0004838019841585978,0.5,0.12666666666666665,0.27410950713248483,0.75,1
0.0011638927462640396,0.5,0.13999999999999999,0.2344751003673016,0.9166666666666666,1
0.00029113440428860966,0.5,0.033333333333333326,0.19765951994533185,0.6666666666666666,1
0.0003403926192244743,0.5,0.09333333333333332,0.1630648330058939,0.75,1
0.00037035431290147555,0.5,0.019999999999999997,0.017083796019475527,0.25,1
0.000382110805287981,0.5,0.11999999999999998,0.26864269240625266,0.75,1
0.0004505167251233861,0.5,0.11999999999999998,0.26864269240625266,0.75,1
0.0004600409721200488,0.5,0.09333333333333332,0.1813444947467327,0.75,1
0.000517781719537316,0.5,0.10666666666666665,0.19022806867685998,0.75,1
0.006861475879298821,0.5,0.06666666666666665,0.39420859314939777,0.75,1
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333,1
0.0001329426143284161,0.5,0.07333333333333332,0.1320577432305458,1.0,1
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333,1
0.0005743815415331082,0.5,0.10666666666666665,0.19022806867685998,0.75,1
0.0,0.5,0.0,0.0,0.41666666666666663,1
0.0011477213685509562,0.5,0.16,0.24797129922268724,0.75,1
0.00036812206751163276,0.5,0.026666666666666658,0.025711113009310668,0.6666666666666666,1
0.0003270983577916327,0.5,0.07333333333333332,0.22345605193473989,0.75,1
0.00033974774833407526,0.5,0.04666666666666666,0.03690099940206713,0.9166666666666666,1
0.00022302611717185027,0.5,0.09333333333333332,0.23925856325275474,0.75,1
0.0010167133668937372,0.5,0.15333333333333332,0.24335867429742886,0.75,1
0.0,0.5,0.006666666666666665,0.004441786965063636,0.16666666666666666,1
0.0004409428726736159,0.5,0.12666666666666665,0.35645340394635683,0.75,1
0.0006023590170858047,0.5,0.13333333333333333,0.2785512940975485,0.75,1
0.0,1.0,0.0,0.0005125138805842657,0.0,1
0.0005511661894787429,0.5,0.10666666666666665,0.19022806867685998,0.75,1
0.0007735970412133018,0.5,0.11333333333333331,0.25907576663534637,0.8333333333333333,1
0.00045890004669857354,0.5,0.10666666666666665,0.19022806867685998,0.75,1
0.00597666341221824,0.5,0.059999999999999984,0.479542154266678,0.75,1
0.0,1.0,0.0,0.0030750832835055946,0.0,1
0.0005231391084729388,0.5,0.11999999999999998,0.26864269240625266,0.75,1
0.0008951304013269657,0.5,0.16666666666666666,0.31647732126078415,0.9166666666666666,1
0.00036737798571501846,0.5,0.019999999999999997,0.017083796019475527,0.25,1
0.0009339218656571229,0.5,0.15333333333333332,0.24387118817801315,0.75,1
0.0002754094756534948,0.5,0.039999999999999994,0.0324592124370035,0.9166666666666666,1
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333,1
0.0,0.5,0.0,0.0,0.41666666666666663,1
0.0009228598496141241,0.5,0.15333333333333332,0.2458358247202528,0.75,1
0.0026589018920214294,0.5,0.20666666666666664,0.5105492440420262,0.75,1
0.0004847444877676425,0.5,0.11999999999999998,0.26864269240625266,0.75,1
0.0060004740297098964,0.5,0.033333333333333326,0.02468608524814214,0.8333333333333333,1
0.0004808256569721407,0.5,0.09333333333333332,0.1813444947467327,0.75,1
0.0,0.5,0.0,0.0005125138805842657,0.08333333333333333,1
0.0004904491148750186,0.5,0.11999999999999998,0.26864269240625266,0.75,1
0.0004799327588162036,0.5,0.12666666666666665,0.27752626633637995,0.75,1
0.0002267465261549216,0.5,0.12666666666666665,0.3718288203638848,0.75,1
0.0009705802955036527,0.5,0.15333333333333332,0.2447253779789869,0.75,1
0.0,0.5,0.0,0.0,0.41666666666666663,1
0.0006195721093141481,0.5,0.09999999999999998,0.18578628171179634,0.75,1
0.0010059489835693841,0.5,0.16666666666666666,0.31647732126078415,0.9166666666666666,1
0.0011352207943678366,0.5,0.12666666666666665,0.25941744255573584,0.6666666666666666,1
0.0009508373251668207,0.5,0.16666666666666666,0.2531818570086273,0.75,1
0.0,1.0,0.0,0.007004356367984965,0.0,1
0.006451883652989219,0.5,0.039999999999999994,0.029127872213205775,0.8333333333333333,1
0.0009211732642084652,0.5,0.11333333333333331,0.3226274878277953,0.8333333333333333,1
0.0,0.0,0.0,0.009396087810711539,0.0,1
0.0,0.5,0.0,0.0,0.41666666666666663,1
0.00032263386701194706,0.5,0.026666666666666658,0.022294353805415563,0.9166666666666666,1
0.0006898134309145351,0.5,0.10666666666666665,0.2527547621081404,0.75,1
0.0004319146802080294,0.5,0.11999999999999998,0.26864269240625266,0.75,1
