DURATION,PROTOCOL,PACKETS,BYTES,FLAGS
0.08185565149372724,0.5,0.2839506172839506,0.025982401648640838,0.8
0.0,0.5,0.06172839506172839,0.004255035248593392,0.8
0.044670417280904956,0.5,0.037037037037037035,0.0013788093314257331,0.30000000000000004
0.0,0.5,0.07407407407407407,0.003825083951697196,0.8
0.0,0.5,0.06172839506172839,0.004047472553540056,0.8
0.0,0.5,0.07407407407407407,0.0038621487186710057,0.8
0.0,0.5,0.07407407407407407,0.004907375147332449,0.8
0.1865399079394687,0.5,0.08641975308641975,0.003261699493695283,0.4
0.0,0.5,0.0,4.4477720368572046e-05,0.1
0.0,0.5,0.07407407407407407,0.0038621487186710057,0.8
0.007978579379644394,0.5,0.5185185185185184,0.0182432783045093,0.8
0.0,0.5,0.06172839506172839,0.004255035248593392,0.8
0.0,0.5,0.06172839506172839,0.004069711413724341,0.8
0.053046120521074644,0.5,0.19753086419753085,0.01650864721013499,0.8
0.0,0.5,0.06172839506172839,0.004255035248593392,0.8
0.055585306417160564,0.5,0.18518518518518517,0.014536801607128296,0.8
0.0,0.5,0.07407407407407407,0.004440359083462442,0.8
0.06650019555341617,0.5,0.2716049382716049,0.03271336333108474,0.8
0.0,0.5,0.06172839506172839,0.003995581879776722,0.8
0.0,0.5,0.07407407407407407,0.004440359083462442,0.8
0.0,0.5,0.07407407407407407,0.0038621487186710057,0.8
0.00018652787388308915,0.5,0.08641975308641975,0.003261699493695283,0.4
0.05177652757303167,0.5,0.19753086419753085,0.01650864721013499,0.8
0.0,0.5,0.07407407407407407,0.003825083951697196,0.8
0.05500767171094196,0.5,0.2222222222222222,0.023313738426526513,0.8
0.0,0.5,0.07407407407407407,0.003825083951697196,0.8
0.0,0.5,0.06172839506172839,0.0035211528625119534,0.8
0.0,0.5,0.012345679012345678,0.00038547357652762436,0.30000000000000004
0.0,0.5,0.07407407407407407,0.003825083951697196,0.8
0.0,0.5,0.07407407407407407,0.003825083951697196,0.8
